"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,135,106,100,70,58
Admitidas,75,69,60,60,54
No admitidas,60,37,40,10,4
