"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,45,49,56,67,39
Admitidas,37,42,40,44,26
No admitidas,8,7,16,23,13
