"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,11,8,6,5,5
Admitidas,3,6,1,0,0
No admitidas,8,2,5,5,5
