"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,67,57,37,42,57
Admitidas,53,50,30,39,56
No admitidas,14,7,7,3,1
