"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas en el centro,103,118,120,114,111
Admitidas (presentadas en el centro),80,99,94,97,93
Admitidas (presentadas en otro centro),0,10,9,9,10
No admitidas (presentadas en el centro),24,9,17,6,7
