"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,38,35,36,22,43
Admitidas,38,30,33,19,38
No admitidas,0,5,3,3,5
