"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas en el centro,137,144,151,114,133
Admitidas (presentadas en el centro),106,101,106,90,97
Admitidas (presentadas en otro centro),0,2,3,1,3
No admitidas (presentadas en el centro),32,41,42,23,33
