"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,135,134,104,122,118
Admitidas,130,110,99,114,113
No admitidas,5,24,5,8,5
