"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas en el centro,80,116,119,112,128
Admitidas (presentadas en el centro),49,48,65,72,80
Admitidas (presentadas en otro centro),0,2,2,5,2
No admitidas (presentadas en el centro),33,65,51,34,45
