"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,7,11,8,0,7
Admitidas,7,10,3,0,7
No admitidas,0,1,5,0,0
