"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas en el centro,53,57,71,62,77
Admitidas (presentadas en el centro),36,43,43,42,67
Admitidas (presentadas en otro centro),0,3,2,1,0
No admitidas (presentadas en el centro),20,11,26,19,10
