"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,60,64,56,53,58
Admitidas,48,47,36,36,39
No admitidas,12,17,20,17,19
