"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,214,236,277,206,247
Admitidas,194,190,187,126,169
No admitidas,20,46,90,80,78
