"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,26,39,26,23,29
Admitidas,18,25,19,9,13
No admitidas,8,14,7,14,16
