"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas en el centro,172,159,133,147,140
Admitidas (presentadas en el centro),113,110,105,110,97
Admitidas (presentadas en otro centro),0,4,5,5,9
No admitidas (presentadas en el centro),62,45,23,32,34
