"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas en el centro,117,187,168,183,167
Admitidas (presentadas en el centro),77,83,83,79,74
Admitidas (presentadas en otro centro),0,1,1,3,2
No admitidas (presentadas en el centro),43,102,84,101,91
