"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas en el centro,92,105,104,101,109
Admitidas (presentadas en el centro),65,84,85,92,96
Admitidas (presentadas en otro centro),0,1,2,2,3
No admitidas (presentadas en el centro),32,20,17,7,10
