"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas en el centro,131,111,134,107,103
Admitidas (presentadas en el centro),88,87,91,80,78
Admitidas (presentadas en otro centro),0,3,3,4,2
No admitidas (presentadas en el centro),50,21,40,22,23
