"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas en el centro,134,165,161,172,149
Admitidas (presentadas en el centro),107,105,101,113,104
Admitidas (presentadas en otro centro),0,4,5,2,3
No admitidas (presentadas en el centro),27,56,54,55,42
