"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas en el centro,208,172,167,178,163
Admitidas (presentadas en el centro),158,144,144,155,149
Admitidas (presentadas en otro centro),0,12,4,5,1
No admitidas (presentadas en el centro),52,16,19,17,13
