"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,11,1,6,8,4
Admitidas,10,1,0,5,0
No admitidas,1,0,6,3,4
