"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,114,73,48,56,72
Admitidas,108,57,39,41,60
No admitidas,6,16,9,15,12
