"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas en el centro,63,64,69,64,62
Admitidas (presentadas en el centro),42,46,47,55,51
Admitidas (presentadas en otro centro),0,2,1,2,1
No admitidas (presentadas en el centro),21,16,21,7,10
