"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas en el centro,127,142,130,113,129
Admitidas (presentadas en el centro),85,99,98,82,91
Admitidas (presentadas en otro centro),0,1,3,2,3
No admitidas (presentadas en el centro),49,42,29,29,35
