"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,56,56,51,31,41
Admitidas,51,51,41,28,38
No admitidas,5,5,10,3,3
