"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas en el centro,94,109,113,109,116
Admitidas (presentadas en el centro),85,104,101,103,112
Admitidas (presentadas en otro centro),0,5,3,2,2
No admitidas (presentadas en el centro),9,0,9,4,2
