"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,52,41,22,32,20
Admitidas,51,38,22,21,17
No admitidas,1,3,0,11,3
