"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,219,251,232,268,196
Admitidas,215,234,217,250,166
No admitidas,4,17,15,18,30
