"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,12,22,30,71,75
Admitidas,2,0,7,0,2
No admitidas,10,22,23,71,73
