"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,27,47,40,49,47
Admitidas,24,41,32,44,39
No admitidas,3,6,8,5,8
