"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,14,50,48,51,39
Admitidas,13,49,46,43,37
No admitidas,1,1,2,8,2
