"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas en el centro,115,97,113,93,97
Admitidas (presentadas en el centro),87,87,101,83,80
Admitidas (presentadas en otro centro),0,2,5,1,7
No admitidas (presentadas en el centro),36,8,7,9,9
