"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas en el centro,102,108,103,129,154
Admitidas (presentadas en el centro),57,55,73,75,96
Admitidas (presentadas en otro centro),0,3,1,4,5
No admitidas (presentadas en el centro),47,47,29,48,52
