"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas en el centro,43,58,51,46,63
Admitidas (presentadas en el centro),29,45,43,41,55
Admitidas (presentadas en otro centro),0,3,4,4,4
No admitidas (presentadas en el centro),17,10,4,1,4
