"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas en el centro,182,164,162,167,152
Admitidas (presentadas en el centro),107,100,102,102,99
Admitidas (presentadas en otro centro),0,7,5,7,6
No admitidas (presentadas en el centro),75,57,55,58,47
