"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,83,84,71,61,67
Admitidas,81,80,66,60,57
No admitidas,2,4,5,1,10
