CODIGO,CLAVE,DIRECCION,CMUN,DESCR,UTM_X,UTM_Y,BUSCA,DS_ABREV,DS_LARGO,ETIQUETA,URL,MUNICIPIO,CD_VIAL
28070238,EEI,"Calle Guanabacoa, 4",065,Santa Madre Maravillas,437137,4463709,"Escuela de Educación Infantil EEI Santa Madre Maravillas. Calle Guanabacoa, 4. Getafe",EEI,Escuela de Educación Infantil,EEI Santa Madre Maravillas,https://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28070238,Getafe,065C0068
28070241,EEI,"Calle Alcalde Pedro González González, 26",074,La Comba,433064,4463065,"Escuela de Educación Infantil EEI La Comba. Calle Alcalde Pedro González González, 26. Leganés",EEI,Escuela de Educación Infantil,EEI La Comba,https://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28070241,Leganés,074C0044
28070251,EEI,"Avda Guadarrama, 32",080,Tacataca,426046,4481474,"Escuela de Educación Infantil EEI Tacataca. Avda Guadarrama, 32. Majadahonda",EEI,Escuela de Educación Infantil,EEI Tacataca,https://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28070251,Majadahonda,08000304
28070263,EEI,"Avda José Hierro, 88",123,El Arlequín,455268,4466193,"Escuela de Educación Infantil EEI El Arlequín. Avda José Hierro, 88. Rivas-Vaciamadrid",EEI,Escuela de Educación Infantil,EEI El Arlequín,https://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28070263,Rivas-Vaciamadrid,12300720
28070299,EEI,"Avda Conde de Belmonte, s/n",019,Las Brisas,471627,4442506,"Escuela de Educación Infantil EEI Las Brisas. Avda Conde de Belmonte, s/n. Belmonte de Tajo",EEI,Escuela de Educación Infantil,EEI Las Brisas,https://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28070299,Belmonte de Tajo,01900145
28070317,EEI,"Calle Retamar, s/n",050,Sol y Luna,428041,4450048,"Escuela de Educación Infantil EEI Sol y Luna. Calle Retamar, s/n. Cubas de la Sagra",EEI-CN,Escuela de Educación Infantil,EEI Sol y Luna,https://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28070317,Cubas de la Sagra,05000212
28070342,EEI,"Calle San Isidro, 41",141,Juana Llandres,413172,4466975,"Escuela de Educación Infantil EEI Juana Llandres. Calle San Isidro, 41. Sevilla la Nueva",EEI,Escuela de Educación Infantil,EEI Juana Llandres,https://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28070342,Sevilla la Nueva,14100119
28070354,EEI,"Calle Tristana, 2",079,El Trébol,444436,4470456,"Escuela de Educación Infantil EEI El Trébol. Calle Tristana, 2. Madrid",EEI,Escuela de Educación Infantil,EEI El Trébol,https://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28070354,Madrid,07945185
28070366,EEI,Avda Alcalde José Aranda c/v Calle Polvoranca,007,Sueños,430182,4466139,Escuela de Educación Infantil EEI Sueños. Avda Alcalde José Aranda c/v Calle Polvoranca. Alcorcón,EEI,Escuela de Educación Infantil,EEI Sueños,https://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28070366,Alcorcón,00702361
28070640,EEI,"Calle Óbolo, 14",079,Las Amapolas,437067,4469141,"Escuela de Educación Infantil EEI Las Amapolas. Calle Óbolo, 14. Madrid",EEI,Escuela de Educación Infantil,EEI Las Amapolas,https://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28070640,Madrid,079C0019
28070652,EEI,"Calle Samaniego, 22",079,Las Mercedes,450781,4477017,"Escuela de Educación Infantil EEI Las Mercedes. Calle Samaniego, 22. Madrid",EEI,Escuela de Educación Infantil,EEI Las Mercedes,https://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28070652,Madrid,07905351
28070664,EEI,"Bulv Indalecio Prieto, 16",079,Cielo Azul,447271,4472548,"Escuela de Educación Infantil EEI Cielo Azul. Bulv Indalecio Prieto, 16. Madrid",EEI,Escuela de Educación Infantil,EEI Cielo Azul,https://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28070664,Madrid,07945424
28070691,CEIPS,"Avda Memorial de la Paz de Hiroshima, 5",013,Maestro Rodrigo,449095,4435240,"Colegio Infantil, Primaria y Secundaria CEIPS Maestro Rodrigo. Avda Memorial de la Paz de Hiroshima, 5. Aranjuez",CP INF-PRI-SEC,"Colegio Infantil, Primaria y Secundaria",CEIPS Maestro Rodrigo,https://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28070691,Aranjuez,01301227
28070706,CEIP,Calle Berlín c/v a Avda Atenas,007,Chaves Nogales,428743,4466533,Colegio Infantil y Primaria CEIP Chaves Nogales. Calle Berlín c/v a Avda Atenas. Alcorcón,CP INF-PRI,Colegio Infantil y Primaria,CEIP Chaves Nogales,https://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28070706,Alcorcón,00702590
28070718,CEIP,"Calle Gonzalo Torrente Ballester, 74",005,Ernest Hemingway,469281,4483392,"Colegio Infantil y Primaria CEIP Ernest Hemingway. Calle Gonzalo Torrente Ballester, 74. Alcalá de Henares",CP INF-PRI,Colegio Infantil y Primaria,CEIP Ernest Hemingway,https://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28070718,Alcalá de Henares,00502655
