CODIGO,URL,ERROR_MESSAGE
28037892,https://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28037892,No hay resultados académicos almacenados en el sistema
28001642,https://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28001642,No hay resultados académicos almacenados en el sistema
28082307,https://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28082307,No hay resultados académicos almacenados en el sistema
28002713,https://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28002713,No hay resultados académicos almacenados en el sistema
28003304,https://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28003304,No hay resultados académicos almacenados en el sistema
28003894,https://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28003894,No hay resultados académicos almacenados en el sistema
28004436,https://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28004436,No hay resultados académicos almacenados en el sistema
28005428,https://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28005428,No hay resultados académicos almacenados en el sistema
28005556,https://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28005556,No hay resultados académicos almacenados en el sistema
28018368,https://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28018368,No hay resultados académicos almacenados en el sistema
28018423,https://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28018423,No hay resultados académicos almacenados en el sistema
28019312,https://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28019312,No hay resultados académicos almacenados en el sistema
28020341,https://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28020341,No hay resultados académicos almacenados en el sistema
28020570,https://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28020570,No hay resultados académicos almacenados en el sistema
28020831,https://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28020831,No hay resultados académicos almacenados en el sistema
28021151,https://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28021151,No hay resultados académicos almacenados en el sistema
28021161,https://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28021161,No hay resultados académicos almacenados en el sistema
28021173,https://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28021173,No hay resultados académicos almacenados en el sistema
28021252,https://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28021252,No hay resultados académicos almacenados en el sistema
28021355,https://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28021355,No hay resultados académicos almacenados en el sistema
28022724,https://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28022724,No hay resultados académicos almacenados en el sistema
28023194,https://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28023194,No hay resultados académicos almacenados en el sistema
28025658,https://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28025658,No hay resultados académicos almacenados en el sistema
28028076,https://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28028076,No hay resultados académicos almacenados en el sistema
28029241,https://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28029241,No hay resultados académicos almacenados en el sistema
28029664,https://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28029664,No hay resultados académicos almacenados en el sistema
28030101,https://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28030101,No hay resultados académicos almacenados en el sistema
28030113,https://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28030113,No hay resultados académicos almacenados en el sistema
28030125,https://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28030125,No hay resultados académicos almacenados en el sistema
28030204,https://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28030204,No hay resultados académicos almacenados en el sistema
28031002,https://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28031002,No hay resultados académicos almacenados en el sistema
28031014,https://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28031014,No hay resultados académicos almacenados en el sistema
28031555,https://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28031555,No hay resultados académicos almacenados en el sistema
28033311,https://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28033311,No hay resultados académicos almacenados en el sistema
28033321,https://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28033321,No hay resultados académicos almacenados en el sistema
28033333,https://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28033333,No hay resultados académicos almacenados en el sistema
28033515,https://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28033515,No hay resultados académicos almacenados en el sistema
28033564,https://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28033564,No hay resultados académicos almacenados en el sistema
28034167,https://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28034167,No hay resultados académicos almacenados en el sistema
28034179,https://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28034179,No hay resultados académicos almacenados en el sistema
