NÚMERO DE ALUMNOS,2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Total,453,432,526,566,605
ESO,302,281,335,345,345
Bachillerato,113,103,97,94,117
FP GM,0,0,27,74,75
FPB,38,48,67,53,68
