NÚMERO DE ALUMNOS,2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Total,545,498,505,441,429
Infantil II Ciclo,145,119,126,120,127
Primaria,400,379,379,321,292
Educación Básica Obligatoria,0,0,0,0,5
Educación Infantil Especial,0,0,0,0,5
