NÚMERO DE ALUMNOS,2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Total,175,179,171,171,179
Infantil I Ciclo,0,0,0,0,31
Infantil II Ciclo,50,48,44,30,30
Primaria,125,131,127,141,118
