NÚMERO DE ALUMNOS,2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Total,1103,1097,1088,762,759
ESO,336,337,349,348,318
Bachillerato,122,120,99,118,123
FP GM,369,395,413,48,53
FP GS,243,220,204,220,234
FPB,33,25,23,28,31
