NÚMERO DE ALUMNOS,2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Total,91,87,77,98,111
Educación Básica Obligatoria,69,69,71,73,75
Educación Infantil Especial,9,9,0,14,16
Programa Formación Transición Vida Adulta,13,9,6,11,20
