NÚMERO DE ALUMNOS,2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Total,2690,3015,3182,2783,2812
ESO,841,842,867,792,748
Bachillerato,661,680,605,593,571
FP GM,495,726,808,469,527
FP GS,559,628,737,756,777
FPB,120,123,154,162,176
Programas Profesionales Modalidad Especial,14,16,11,11,13
