NÚMERO DE ALUMNOS,2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Total,118,119,114,125,143
Educación Básica Obligatoria,87,87,97,98,101
Educación Infantil Especial,9,10,0,14,25
Programa Formación Transición Vida Adulta,22,22,17,13,17
