NÚMERO DE ALUMNOS,2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Total,712,758,773,823,975
ESO,126,119,136,105,102
Bachillerato,23,27,28,18,0
FP GM,271,277,260,290,348
FP GS,159,190,228,290,364
FPB,133,145,121,120,161
