NÚMERO DE ALUMNOS,2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Total,831,804,798,798,726
Infantil II Ciclo,249,222,211,188,160
Primaria,582,582,587,589,541
Educación Básica Obligatoria,0,0,0,10,14
Educación Infantil Especial,0,0,0,11,11
