NÚMERO DE ALUMNOS,2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Total,371,409,433,423,424
Infantil II Ciclo,77,76,69,81,68
Primaria,158,188,201,199,206
ESO,136,145,163,143,150
