NÚMERO DE ALUMNOS,2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Total,440,423,462,454,446
Infantil I Ciclo,0,0,40,41,41
Infantil II Ciclo,147,132,125,115,120
Primaria,293,291,297,298,285
