NÚMERO DE ALUMNOS,2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Total,202,194,184,208,234
Educación Básica Obligatoria,154,144,141,142,142
Educación Infantil Especial,10,7,0,23,24
Programa Formación Transición Vida Adulta,38,43,43,43,68
