NÚMERO DE ALUMNOS,2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Total,302,305,362,379,370
Infantil II Ciclo,46,48,61,55,50
Primaria,126,141,156,145,139
ESO,130,116,145,179,181
