NÚMERO DE ALUMNOS,2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Total,448,431,418,445,436
Infantil I Ciclo,0,0,0,40,40
Infantil II Ciclo,125,121,114,98,119
Primaria,323,310,304,307,277
