NÚMERO DE ALUMNOS,2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Total,622,637,657,698,690
ESO,307,306,324,345,337
Bachillerato,315,331,308,290,272
FP GS,0,0,25,63,81
