NÚMERO DE ALUMNOS,2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Total,887,855,830,723,754
FP GM,296,266,229,211,239
FP GS,474,479,520,437,421
FPB,117,110,81,75,94
