NÚMERO DE ALUMNOS,2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Total,408,437,445,515,562
ESO,304,317,336,350,350
Bachillerato,98,106,100,121,141
FP GM,6,14,9,44,71
