NÚMERO DE ALUMNOS,2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Total,729,696,688,729,760
ESO,510,497,511,512,502
Bachillerato,219,199,152,173,201
FP GM,0,0,25,44,57
