NÚMERO DE ALUMNOS,2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Total,682,675,696,728,708
ESO,303,321,363,376,355
Bachillerato,266,245,231,251,258
FP GS,113,109,102,101,95
