NÚMERO DE ALUMNOS,2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Total,253,216,252,229,223
Infantil I Ciclo,0,0,36,40,38
Infantil II Ciclo,51,41,48,52,50
Primaria,202,175,168,137,135
