NÚMERO DE ALUMNOS,2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Total,1137,1092,1046,1081,1089
ESO,577,602,620,644,621
Bachillerato,257,229,178,184,203
FP GM,128,119,107,101,109
FP GS,83,59,58,69,69
FPB,92,83,83,83,87
