NÚMERO DE ALUMNOS,2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Total,662,694,748,783,795
ESO,357,366,405,351,329
Bachillerato,82,71,76,111,109
FP GM,109,122,127,155,184
FP GS,78,106,113,135,145
FPB,36,29,27,31,28
