NÚMERO DE ALUMNOS,2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Total,501,477,537,573,666
Infantil I Ciclo,0,0,41,39,40
Infantil II Ciclo,142,147,159,192,220
Primaria,359,330,331,335,327
Educación Básica Obligatoria,0,0,1,2,37
Educación Infantil Especial,0,0,5,5,42
