NÚMERO DE ALUMNOS,2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Total,598,620,651,616,613
ESO,420,395,455,467,493
Bachillerato,151,168,151,120,105
FP GS,27,57,45,29,15
