NÚMERO DE ALUMNOS,2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Total,246,233,269,245,234
Infantil II Ciclo,51,44,58,57,52
Primaria,195,178,201,176,163
Educación Básica Obligatoria,0,5,4,7,12
Educación Infantil Especial,0,6,6,5,7
