NÚMERO DE ALUMNOS,2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Total,942,975,962,947,999
Infantil II Ciclo,297,298,285,267,245
Primaria,645,677,677,680,631
ESO,0,0,0,0,123
